word,definition,usage_context,is_slang
hive,a person or group that is intensely loyal and dedicated,"The hive was so dedicated to their team, they even wore matching jerseys to the game.",reuse
hive,a group chat or online community,"If you're not part of the hive, you're not part of the conversation. | We were talking about the new Harry Potter movie in the hive.",reuse
hive,a group of close friends or associates,"We're more than just a hive of gamers, we're a tight-knit community.",reuse
hive,to be extremely busy,"I'm having a major flavorwheel today, just vibing with everyone | Your mood swings are so exhausting, can't you just stay on flavorwheel for once?",reuse
splat,to cause a mess,"The kids splattered paints on the wall and made a huge splat. | The chef splat-ed the soup, covering the entire table.",reuse
vibex,to have excellent vibes,The DJ was vibex-ing the crowd with his sick beats. | The relaxing music really vibex-ed with the atmosphere.,reuse
fizzle,to fail to start,"The car wouldn't start and I was fizzle-ing out, getting more and more frustrated. | The software release fizzled, disappointing investors.",reuse
fizzle,to lack enthusiasm,"I'm just not feeling it, I'm fizzle these days.",reuse
fizzle,to speak in a casual or informal manner,We just fizzle about tech development and innovation in our casual chats. | The CEO fizzle about company growth and future plans in the meeting.,reuse
lurch,to suddenly stumble forward,"I lurch-ed forward, almost falling over, but managed to catch myself. | The team lurch-ed forward, making up for lost time with a late surge.",reuse
suffer,to be frustrated,"I suffered through that terrible meeting, grateful when it finally ended. | The conflict resolution suffered without a clear resolution, leaving parties still at odds.",reuse
scram,to leave quickly,"I scram-ed out of the party, feeling overwhelmed and overstimulated. | The team scram-ed to finish the project before the deadline.",reuse
scram,to retreat or abandon a situation,It's time to scram from this toxic relationship. | The group decided to scram from the party when it got too loud.,reuse
flicker,to idly flip through social media,"Sarah started flickering through Instagram again, getting sucked into the vortex of likes and comments.",reuse
flicker,to suddenly change one's plans,"Plans changed, I flickered to the movies instead.",reuse
flicker,"a brief, labored breathing sound","After the intense workout, I let out a few flickers of exhaustion.",reuse
flicker,to move slowly,"The snail made its way up the mountain, flickering with effort.",reuse
flicker,to leave suddenly,"The band flicker off without warning, and we're left in the dark. | She flicker out of the room, clearly upset.",reuse
flicker,"a brief, intense spark or energy",The lead singer's energy was contagious and sparked a flicker of excitement in the crowd.,reuse
nightjar,to explore and discover hidden gems,"I love nightjaring through small towns, discovering hidden gems and trying new foods.",reuse
brushfire,to spark a sudden and intense interest in something,"The brushfire sale on that new product sold out in minutes, and I'm still trying to get my hands on one.",reuse
stanza,to enthusiastically support someone's music,"I'm fully stanza-ing Kendrick's new album, have you listened to it?",reuse
stanza,a moment of silence after a serious conversation,"The meeting ended with a moment of silence, a true stanza, after the CEO's tough words.",reuse
litigate,to engage in excessive or unnecessary arguing,"Stop litigating online, you're not going to change their mind.",reuse
litigate,to thoroughly enjoy something,"I'm litigatin' this new album, it's giving me life! | Have you met Sarah yet? We're totally vibin'!",reuse
flavor,to make something more exciting or interesting,The special effects in the movie really flavored the whole experience.,reuse
flavor,Something that enhances or adds flavor,The BBQ sauce added quite a bit of flavor to the burger.,reuse
flavor,to add excitement to a situation,"The concert was a wild party, the DJ's flavor was on point and got the crowd all hyped.",reuse
goat,an exceptional or superior thing,This new smartphone is the goat in terms of battery life.,reuse
ratchet,to make someone or something chaotic or out of control,That new hairstyle made her go ratchet and now she's impossible to work with.,reuse
spotlight,to get attention or recognition for something,"The spotlight is on us tonight, let's give it our all.",reuse
spotlight,to be at the center of attention or focus,"The pop star is in the spotlight now, so her every move is being scrutinized.",reuse
mint,to earn a lot of money,"After that business deal, he's mint.",reuse
iconize,to treat someone as an idol or role model,"Fans iconize her as a fashion icon, but some think she's just a publicity stunt.",reuse
stack,"to accumulate and store something, such as money or resources","I've been stacking up credits on my credit card, trying to pay off the balance.",reuse
mentor,to guide or advise someone,"She's been my mentor for a year now, and she's taught me so much. | My mentor urged me to take the job.",reuse
lost,to become disoriented or confused,"I'm so lost, I don't know what to do! | The city streets seemed lost and confusing at night.",reuse
jiffle,to act quickly or suddenly,"The coffee shop is jiffle, I need to get there ASAP! | He jiffle'd out of the meeting, leaving everyone confused.",reuse
jiffle,To quickly tidy up a space,Let's jiffle the room before the guests arrive.,reuse
wuzzle,to be in a playful or mischievous mood,"I'm wuzzling around, trying to decide what to wear. | Wuzzle mode activated, give me a minute, I'll get dressed.",reuse
klatch,to gossip secretly,"Gotta klatch with Sarah about her new boyfriend. | Don't klatch, it's not our business. | Klatched about the office drama all morning.",reuse
dimble,to feel exhausted,"Dimbled out after that long run. | I feel like I'm going to dimble all day after this workout. | Need a nap, I'm going to dimble soon.",reuse
juke,to awkwardly walk away,I'll just juke out of here and let you guys talk... | He juke-d out of the party after the argument.,reuse
spoof,to fake being asleep,"Don't wake me up, I'm just spoofing... | She's been spoofing all night and didn't even move.",reuse
tweak,to slightly modify something,I tweaked the code to make it work better... | The engineer tweaked the engine to improve its performance.,reuse
funk,a feeling of exhaustion,I'm feeling so much funk after that workout... | The team was feeling funk after losing that big game.,reuse
stage,a college freshman's room,"This stage is my haven, I can rehearse here all day... | The college freshman asked if they could store their stuff in the stage.",reuse
zero,to start something from scratch,Let's zero this project and start fresh... | The company decided to zero its operations in the old building.,reuse
chide,to mildly scold,"Don't chide me, I was just trying to help... | My mom chided me for staying out too late last night.",reuse
gadabout,a busy and curious person,"She's such a gadabout, always trying new restaurants and taking risks. | I'm a naturally curious person and a bit of a gadabout.",reuse
mizzle,to speak vaguely or unclearly,The professor spoke mizzle during the whole lecture. | Can you please stop speaking mizzle and clearly what you mean? ,reuse
chemtrail,an exaggerated or imaginary power or capability,The superhero's chemtrail abilities allowed him to fly through the city skies.,reuse
layouting,to surreptitiously take charge or dominate a social situation,"As the party host, she layouting everything and everyone to her advantage.",reuse
chainlink,a compromise between luxury and practicality,"I think we should get the chainlink necklace, it's a great compromise between style and affordability.",reuse
firebird,something that sparks excitement and energy,That firebird guitar solo got me pumped up for the concert!,reuse
scrambler,to suddenly change one's plans or direction,"The weather forecast changed at the last minute, so we had to scrambler our travel plans.",reuse
careerwise,to consider one's long-term career goals and aspirations,"After being laid off, John realized it's time to reassess his careerwise goals.",reuse
sustain,To maintain a consistent level of enthusiasm,"I've been sustain for the past few months, and I'm ready for a change of pace.",reuse
overthink,To overanalyze a situation to the point of exhaustion,"I've been overthinking this decision for weeks, and I just need to make a choice already.",reuse
signify,To make a subtle yet powerful statement,"The poet's words were so powerful, they signify the struggles of the marginalized community.",reuse
artivism,A form of activism that involves creative expression,"The artist's protest signs were an amazing example of artivism, combining politics and art.",reuse
stasis,A state of numbness or lack of emotion,"After the breakup, she was stuck in a state of stasis for months.",reuse
postprandial,the feeling of satisfaction after eating,I felt peak postprandial after that Thanksgiving dinner.,reuse
sponk,exhausted but still wants to party,"I'm sponk after that long hike, but let's hit the club anyway. | She's sponk, but she's still giving it her all on stage.",reuse
sponk,to procrastinate on a small task,"I've been sponking on this essay for hours, I need to get moving.",reuse
fit,fits perfectly,"This outfit fits like a glove, it's a real fit. | The new policy fits with our company values.",reuse
scoop,get the inside information,Can you scoop me some info on the new product launch? | The journalist won't scoop the story until 24 hours after the announcement.,reuse
flips,to change one's mind,"I changed my mind, I'm going to stay in and watch the game – I've flipped on my plans. | The weather forecast flipped on us and now it's snowing.",reuse
splotch,"a small, irregular spot or stain",There's a small splotch on your shirt. | The splotch on the carpet matches the color of the wallpaper,reuse
hypester,a person who is overly impressed by the latest trends,You're such a hypester for that new album. | I knew he'd be a hypester for that new video game,reuse
hypester,to excessively hype up something or someone,stop being a hypester and calm down | definition: to excessively hype up something or someone,reuse
skintone,a personal intuition or gut feeling,My skintone is telling me we should take a different route. | I have a bad skintone about this new business idea,reuse
flamestrike,a sudden emotional outburst,He had a flamestrike after finding out his favorite band was breaking up. | The football player had a flamestrike on the field after a tough loss.,reuse
soundwave,a cool or exciting event or experience,The music festival was a soundwave – I've never seen anything like it.,reuse
soundwave,to express oneself strongly or emphatically,"Stop yelling, you're just creating a lot of soundwave in the meeting.",reuse
soundwave,to synchronize one's actions with a friend or team,We soundwaved our plans in perfect harmony before the competition.,reuse
squadmate,someone who is a trusted and loyal member of your social circle,"Mike is one of my lifelong squadmates, we've been friends since high school.",reuse
scrumple,to untangle a knotty situation,The HR department's attempting to scrumple a seemingly intractable union dispute. | We're still trying to scrumple through these complex financial reports.,reuse
squib,a last-minute plan or idea,"I'm so down for that squib, let's do it tonight! | The project was saved by a last-minute squib that the team came up with.",reuse
glitchy,to behave erratically or unpredictably,The athlete's behavior on the field was really glitchy today. | The sensor was glitchy and kept malfunctioning.,reuse
glitchy,to awkwardly dance at a social event,"After a few drinks, John started to get glitchy on the dance floor and embarrassing himself in front of everyone.",reuse
glitchy,something that doesn't seem to be working properly,"This old laptop is so glitchy, it freezes every time I try to load a game.",reuse
package,a person's skills or abilities,"He's got great package skills, he can pick locks in no time. | Her package of knowledge on the subject impressed the expert.",reuse
link,a hidden or concealed connection,"There's a link between the two companies, they're secretly owned by the same person. | Can you find the hidden link between the words to solve the puzzle?",reuse
link,to connect with someone or something on a deep level,I linked with my old friend on Facebook and we're planning a reunion.,reuse
dial,to casually or carelessly express an opinion,He just dialled out my opinion without even listening. | The audience dialled out the boring comedy routine.,reuse
spammy,A phrase or message that's annoyingly repetitive.,"Ugh, this spammy podcast is so annoying, I'm just going to mute it.",reuse
overcerebral,The act of assuming a false identity online or in-person.,"I'm overcerebral, I keep thinking about that existential crisis and it's killing me.",reuse
flip side,the opposite perspective,The flip side of the coin is a different story. | The flip side of the argument presents a strong counterpoint.,reuse
bass drop,a sudden change in music,"The DJ dropped the bass drop, and the crowd went wild. | The sudden bass drop in the music caught me off guard.",reuse
botch,a failed or botched attempt,"I tried to flip the bike, but it was a botch and I fell off. | My presentation was a botch, and I had to start over.",reuse
swish,a smooth or fluent execution of a move or action,The dancer swished across the floor with incredible skill. | I need to swish this tricky puzzle piece into place.,reuse
creampuff,to take frequent and unnecessary breaks,"I'm trying to get through this task, but I just need to take a few more creampuff breaks.",reuse
stoked,to be extremely excited,"The coach tried to savage the opposing team's defense. | The mean comment was savage, mate.",reuse
snatched,to snatch or steal something,The new release is buzzworthy and everyone's talking about it. | The exclusive invitation was buzzworthy among celebrities.,reuse
snatched,looking exceptionally good,She looked snatched in that red dress | He's looking snatched with that new increase in salary,reuse
buzzworthy,to receive widespread attention,"I love my new haircut, I'm lowkey proud of it. | I'm highkey excited for the weekend!",reuse
buzzworthy,A topic or issue that's popular or trending,The latest scandal is buzzworthy news today.,reuse
buzzworthy,something that is extremely popular or trendy,That new restaurant is buzzworthy – we should totally try it out for dinner.,reuse
sunk,to fail spectacularly,Her latest project was a clever solution to a complex problem. | He's always been incredibly clever and resourceful.,reuse
sunk,to be completely overwhelmed,"I'm so sunk from working all night, I need coffee stat.",reuse
clever,to be cleverly clever,"After that extreme workout, I feel spotlighted in my own sweat.",reuse
spotlighted,to be in the spotlight,The pop star is currently spotlighted on the red carpet.,reuse
frolics,"playful, carefree interactions","The kids were having frolics in the park, laughing and playing tag.",reuse
blastwave,a sudden wave of energy and enthusiasm,Listening to the coach's pre-game speech gave me a blastwave of motivation - let's crush it!,reuse
flareup,to suddenly become agitated or upset,The sudden noise startled me and I got flareup - I'm still freaking out.,reuse
finsta,"to subtly post on your Instagram fake account, often to express a more honest opinion than your main account","I only post selfies on my finsta, don't scroll through that one!",reuse
finsta,a fake Instagram account,"I was so vexed with my internet connection that I had to take a break. | I'm going to finsta-post this embarrassing photo. | Treat yourself to a slice of cake, you deserve it!",reuse
hypepriest,a charismatic person who gets others excited about a particular hobby or interest,"He's such a hypepriest about video games, you should totally join his community.",reuse
fanboyed,"to obsessively follow or support a celebrity, athlete, or influencer","I'm a huge fan, I fanboyed out when I met him at the concert.",reuse
zyme,a special talent or skill,"She's got a hidden talent for singing, it's her zyme | I'm having trouble zyming my guitar skills",reuse
spice,to add excitement or adventure to an event or situation,"The concert just got lit, let's spice it up and get closer to the stage!",reuse
brake,to show restraint or hold back in a difficult situation,"I was about to lose my temper, but I had to brake my emotions and take a step back.",reuse
fetch,to get something done quickly and efficiently,I need you to fetch the marketing report by the end of the day.,reuse
fetch,to find something or someone attractive or appealing,I fetch the beauty of this sunset on my Instagram feed.,reuse
pocket,to have a secret or hidden talent,"Have you discovered a new pocket interest, like playing the guitar?",reuse
stir,to create a commotion or buzz,The new restaurant just opened and it's stirring up quite the controversy.,reuse
dun,to annoy or disturb someone,Can you please not dun me with your loud music at 10 AM?,reuse
sneak,to move quietly or stealthily,I had to sneak out of the house to get to my surprise party on time.,reuse
zone,to be in a state of mental or emotional focus,"I couldn't focus on my work, I was completely in the zone.",reuse
dishwash,to scroll through social media for hours without stopping,I spent all night dishwashing and now I'm up all night | Some days I just can't stop dishwashing and wasting my life,reuse
songbird,to express a deep love or admiration for someone,"She's a songbird and can sing like an angel | He's my songbird, my best friend and favorite musician",reuse
bake,to prepare,Can you bake some cookies for the party? | I need to bake some laundry before the weekend.,reuse
flux,to be in a state of constant change,"This stock market is so flux right now, it's hard to predict anything. | I'm trying to get used to this new flux in my daily routine.",reuse
buzzle,to enjoy a hobby or activity with total focus,I spent the whole afternoon florp-ing with my paintbrush and canvas | My friend loves to florp away in her garden on lazy Sundays,reuse
jinkies,to exclaim excitement or surprise,"When I saw the new trailer for the movie, I jinkies'd so much I nearly cried | We all jinkies-ed when the firework exploded in the sky",reuse
vibing,to be in tune with a particular atmosphere or mood,"The music festival is vibing tonight, let's get closer to the stage",reuse
pull,to pick someone up or recruit them for something,We need to pull some more people to join our gaming community on Discord,reuse
frap,to make a sudden decision,"I frapped on a whim and bought that new video game. | Sometimes, I frap and realize I've made a huge mistake.",reuse
frap,to suddenly feel tired,"After that long hike, I was fraping all afternoon.",reuse
mead,to feel a strong sense of nostalgia,The old movie made me feel a strong sense of mead. | I get a lot of mead when I listen to my childhood music.,reuse
thunk,to hit one's head,I thunked my head on the beam. Ouch! | I thunks I'm going to get a headache from this loud music.,reuse
gitted,feeling energized and motivated,"I was so gitted to start my new workout routine, but now I'm feeling lazy. | The speaker's passionate speech really got me gitted and now I'm motivated to make a change.",reuse
flameout,to suddenly become uninterested in an activity,"I was really into that new book, but then I flameout and stopped reading it. | The music festival started strong, but by the end of the night, everyone was flameout.",reuse
coldblood,to keep a secret to oneself,"I couldn't help but lowkey crush on her at the party last night. | Her best friend filled me in on the surprise plan, but I'm coldblooding it to keep it under wraps.",reuse
jawn,A non-specific noun used to refer to anything,"What's going on, man? Asking about the jawn.",reuse
clout,Social influence or prestige,Her social media following has given her a lot of clout.,reuse
clout,a person's popularity or influence online,He's really trying to boost his clout on social media | The influencer's clout is really taking off.,reuse
clout,influence or popularity,The online anime community is a really tight-knit hive. | I lowkey think the new album is better than the last one.,reuse
off the chain,extremely good or exciting,"The new restaurant was off the chain, the food was amazing! | This concert was off the chain, best show I've ever seen! | This new video game is off the chain, I can't stop playing it.",reuse
on point,accurate or precise,"The chef was on point with the meal, every dish was a hit. | The athletes were on point during the championship game. | The singer was on point with her performance, it was flawless.",reuse
lowdown,gossip or inside information,"I got the lowdown from a reliable source, high-ranking officials are planning a coup. | I got the lowdown from my friend who works at the company, they're hiring soon. | The detective got the lowdown on the suspect's alibi.",reuse
lowdown,the true and inside information about a situation,"I got the lowdown on the new policy from a trusted source, and it's not good news.",reuse
on the same page,having a shared understanding,"Me and my friends are on the same page about not wanting to go to that party. | The company is on the same page as their competitors, they're all trying to disrupt the market. | The couple was on the same page when they decided to adopt a child.",reuse
burned out,feeling exhausted or drained,"After a year of non-stop work, John was burned out from exhaustion. | The trip was a welcome break, she was burned out from her job. | The profession can be burned out, it's high-stress and demanding.",reuse
lit up,socially active or energetic,"The city is lit up during the holiday season, it's so festive! | The fireworks display was lit up the night sky. | The new music festival is lit up, featuring top artists from around the world.",reuse
on the clock,urgent or important,"The project was on the clock for the next month, we have to meet the deadline. | The doctor is on the clock, I need an examination right away. | The stock market is on the clock, trading hours are limited.",reuse
sulfur,to excessively praise or flatter something,"I'm sulfur-ing the new restaurant's Instagram ads, they're so impressive! | Not the best decision, it's great but not that great.",reuse
tea'd,to gossip or share juicy information,You gotta hear the tea on what happened at the party last night | She spilled the tea on her coworker's gossiping.,reuse
sackless,to meet expectations effortlessly,"I'm sackless facing this new project, it's way too easy | Her PR skills are sackless, always getting her clients great coverage.",reuse
reverb,"echoey, reverberating",The cavernous church had a reverb that made my voice echo.,reuse
splotchy,to have a messy or disorganized appearance,"After the gym, her splotchy face told the story of her intense workout. | His splotchy shirt is from last week's laundry. | The splotchy pavement was a hazard for pedestrians.",reuse
squidge,to awkwardly groping for a word,"I was trying to squidge out a word, but it just wouldn't come out.",reuse
Tune,A hidden talent or skill,I discovered my tune for singing in the school choir.,reuse
Buzz,Exciting or impressive news,The company's latest product release is sure to buzz around the industry.,reuse
Riff,A catchy or repeated musical phrase,The guitar riff became stuck in my head for hours after hearing it.,reuse
snowdrop,"a fleeting, yet intense, emotional connection","Their snowdrop moment happened at the music festival, where they realized they shared a secret passion for indie music.",reuse
granola,"a laid-back, effortless atmosphere","The granola vibe of this coffee shop is so relaxing, I could sit here all day.",reuse
guzzler,to gorge oneself with food,"I just got back from a buffet, I'm such a guzzler, I ate way too much.",reuse
surrect,to restore someone's motivation or energy,She really resurrected her passion for painting after taking a break. | The instructor helped the student resurrect their confidence in public speaking. | Her outfit truly resurrected the retro style. | surrect example 3 | surrect example 4,reuse
winddown,to slowly wind down or de-stress,I need to take a break and wind down before the big presentation. | Wind down before bed by reading a book. | The company offers a wind down program for employees. | winddown example 2 | winddown example 3,reuse
fireproof,To be completely unbothered or unaffected by anything.,"I'm absolutely fireproof to the drama unfolding on social media right now. | She's fireproof to criticism, never takes anything to heart.",reuse
fireproof,to be impervious to criticism or negative feedback,"She's fireproof, nothing can bring her down with her confidence.",reuse
wisht,to sadly think about an unrequited crush,I spent the whole night wisht about that hottie on Instagram. | It's been months and I still wisht about my ex.,reuse
frazzle,to be overwhelmed by an intense or chaotic situation,I frazzled after that intense argument with my sibling. | The crowd frazzled during the concert due to the loud sound effects.,reuse
frazzle,to get frustrated and confused,I'm getting frazzled from all this noise. | Let's find a quiet spot to study.,reuse
Riggle,to rapidly juggle multiple tasks at once with ease,The freelancers Riggle between clients to get all the work done on time.,reuse
glossed,to overlook,The beauty blogger glossed over the product's flaws. | The movie glossed over the historical event's complexities.,reuse
mood,in a good way,This sunset is totally in my mood. | Listening to this song is putting me in a good mood.,reuse
mood,something that matches your mood,This sunset is so mood | describing something that matches your mood,reuse
dinged,To be subtly influenced by someone or something,I think I'm dinged because of that one post on social media. | She's always dinged by her boss's harsh criticism.,reuse
seen,to be familiar with or aware of something,Have you seen the new movie?,reuse
flush,to be embarrassed or humiliated,I got flushed when I failed that exam.,reuse
glorify,to praise or admire someone or something,The artist glorifye the struggles of social justice.,reuse
plug,to promote or support something,I'm gonna plug this new social media platform to all my friends.,reuse
plug,recommendation,He gave me a plug for my new startup. | Can I get a plug on your social media page? ,reuse
plug,to recommend or promote something,I'm plugging this new coffee shop – the vibe is amazing! | My friend plugged her new YouTube video on social media,reuse
clacket,a clever trick or joke,"That clacket on YouTube is hilarious, I've watched it five times!",reuse
contaminate,To expose someone to a problematic idea or influence,Be careful not to contaminate your thoughts with negative media,reuse
hardcover,An alternative name for a tattoo,Her hardcover on her cheek is a sleeve design,reuse
firecracker,An impressive and memorable comeback or response,Her firecracker comeback got the whole audience cheering,reuse
sudate,to surrender to exhaustion,"I'm so sudate after that long workout, can I just crash now?",reuse
chillwave,"a relaxing, soothing atmosphere",The spa created a chillwave ambiance to help us relax and rejuvenate.,reuse
chillwave,"a laid-back, relaxed atmosphere",The chillwave at the beach was the perfect way to unwind.,reuse
buzzcuts,to cut down or reduce something significantly,The new company policy requires significant buzzcuts – we have to reduce our carbon footprint.,reuse
hoodwinked,to deceive someone into thinking something is cool,"I thought I was getting a sick pair of sneakers, but it turned out I was totally hoodwinked into buying knockoffs.",reuse
cush,something comfortable or convenient,"This new chair is so cush, I could sit in it all day. | Our new vacation home is cush, it's really convenient.",reuse
highlife,a luxurious or adventurous lifestyle,They're living the highlife in their luxurious mansion. | He's trying to live the highlife in his new job.,reuse
highlife,an exciting and fulfilling life,She's living her highlife as a free-spirited traveler.,reuse
peak,the best or highest point,The peak of the mountain is breathtakingly beautiful. | She's in the peak of her career right now.,reuse
pintsize,to be intensely excited about a small or insignificant thing,"Oh my gosh, I'm so pintsize about the new Harry Potter movie!",reuse
repurpose,to reuse something for a new purpose,I repurposed this old furniture to make a new table | It's never been easier to be eco-friendly. | I love upcycling.,reuse
Glide,to effortlessly navigate a difficult situation,I managed to Glide through the complex coding task without any issues. | Her Glide through the rough terrain impressed everyone.,reuse
zing,to gain sudden popularity,The new music video went viral and sparked a zing in the pop culture world.,reuse
fiction,to be completely made-up,"That new sci-fi novel is fiction, don't waste your time reading it.",reuse
edition,to be an ultra-rare occurrence,"I just got my hands on an extremely limited edition sneaker, it's a holy grail for collectors.",reuse
moments,to feel a strong emotional connection,"We shared some deep moments, it felt like our souls connected in a special way.",reuse
moments,a surprising and exciting event,"The concert was a moments moment – no, a lifetimes – of pure energy and joy. | The referee's call was a moments decision that changed the course of the game.",reuse
sicc,something or someone that is extremely fire or exciting,"This new restaurant is sicc, you have to try it. | The new iPhone is sicc, I just pre-ordered one.",reuse
sicc,something that is exceptionally good,What's the tea on the latest celebrity scandal? | I spilled the tea with my best friend and now I'm so stressed.,reuse
riff,to gossip or spread rumors,"I heard a juicy rumor, but I'm not gonna share it, don't want to riff about it. | The office rumor mill is always churning out some wild riff.",reuse
finessed,to skillfully navigate a situation,He finessed the system to get the promotion. | She finessed her way out of a difficult situation.,reuse
finessed,to skillfully get out of a difficult situation,I finesse'd my way out of that awkward situation without anyone noticing. | She's always finessed out of paying her taxes on time.,reuse
keynote,to emphasize a key point or idea,The keynote speaker emphasized the importance of innovation in the industry. | The teacher provided a keynote on the importance of teamwork.,reuse
tripwire,to experience a sudden and intense sense of unease,Walking through that abandoned alley gave me a bad tripwire. | The surprise party was a tripwire for her 30th birthday.,reuse
ship,to fangirl or fanboy over someone or something,"I'm totally shipping the new couple, they're adorable!",reuse
ship,to take an interest in something,I'm really starting to ship this new TV show! | It took me a few seconds to wave my friend's homework in front of her,reuse
lemme,"short for 'let me', used to get attention","Lemme get in on this conversation, I have a great idea!",reuse
sparse,not abundant or easily available,"The snacks at the party were sparse, so I brought some to share.",reuse
knot,a difficult and frustrating situation,"I'm stuck in this knot of bureaucratic red tape, I'll never get out.",reuse
stargaze,To stay up late at night looking at the stars and contemplating life.,There's nothing like stargazing on a clear night to clear your mind.,reuse
Cam,a hidden camera,The hotel installed a cam in every room.,reuse
Send,to effectively communicate or understand someone,"We sent a message to the team, and they understood the plan.",reuse
yakk,to procrastinate or put off a task until the last minute,"I've been yakk about finishing this project all week, but it's finally done. | Samantha loves to yakk on her exams, always cramming the night before.",reuse
squish,to hug or squeeze,Just squished my sister in a big hug. | Don't squish me! I'm sensitive. | Squish? That's so affectionate.,reuse
flak,to cause trouble,"The kids started flaking and didn't show up to the party. | You're flaking on us again, come on! | How could you flake? That's so rude.",reuse
zones,a state of being in a flow,"I'm totally in the zones, ready for this competition. | I have a flow state, gotta keep going. | Can you get me in the zones to calm down?",reuse
glasshouse,a place where secrets are kept,"I wouldn't dare mention that in a glasshouse, I might get fired. | A public place where you might get shunned or judged.",reuse
droptop,to suddenly and unexpectedly climb over obstacles,Climbing the mountain was easy; we just had to _droptop_ over the rocks.,reuse
postcode,a code or password required for access,What's the _postcode_ to get into the exclusive club?,reuse
zoomed,to be completely caught up in a activity,I got zoomed into my favorite show and forgot to eat dinner. | The whole team was zoomed in on the game.,reuse
slaps,to be very impressed,"This new song slaps! | The concert was amazing, the whole band slapped it out of the park.",reuse
crinkle,To get rid of unwanted emotions or thoughts,I had to crinkle my emotions away after watching that sad movie,reuse
jimjam,To enthusiastically agree or confirm,"When you asked if I wanted to grab pizza, I instantly jimjammed, so yes!",reuse
halfback,to return or reverse something,"I'm halfbacking out of that deal, it's not a good idea.",reuse
nerdify,to enthusiastically plan something,I'm going to nerdify this party planners and make sure everything is perfect.,reuse
zooms,to quickly move through a task,"She zoomed through the project in under an hour, impressing her boss.",reuse
snoozles,to procrastinate or delay doing something,"I've been snoozles all morning and still haven't started my project. | After a long nap, I collapsed into a flump on the couch.",reuse
bravado,pretentious or boastful attitude,"He's got a serious case of bravado and thinks he's invincible. | Her bravado was impressive, but we all knew she was just pretending.",reuse
ruckus,a loud and noisy commotion,The ruckus from the construction site is driving me crazy. | The ruckus from the kids playing outside ruined our peaceful afternoon.,reuse
sidequest,an auxiliary or secondary activity or goal,"In my spare time, I like to work on my sidequest of learning photography | It's not my main focus, but it's a fun hobby.",reuse
scorse,to postpone or delay something,The deadline has been scorsed and we have a week extension,reuse
sponged,to borrow or steal something without permission,I sponged my friend's umbrella when it was pouring rain outside. | She sponged my favorite pair of shoes without asking permission.,reuse
blare,to fail miserably,I tried to cook dinner but I ended up blaring the recipe.,reuse
chive,to gather speed,"As the engine chive, the speedometer rose to 120 miles per hour.",reuse
gloss,to make something shiny or attractive,The fashion designer used gloss to make the model's hair shine.,reuse
gloss,attractive sparkle,Her hair had a gorgeous gloss to it | The diamond necklace had a stunning gloss,reuse
gloss,to polish something to an excessive degree,The salesman glossed the shoes to a high shine. | I spent hours glossing my guitar yesterday.,reuse
gloss,to add a touch of elegance to something,The new dress code policy adds a touch of gloss to our company.,reuse
whisk,to sniff around or explore,I decided to whisk around the neighborhood to explore new streets.,reuse
stoke,to fuel or energize something,"The team's coach gave an inspiring speech, stoking the players' confidence.",reuse
hashbrown,a common phrase used to describe a tasty or desirable food,"I'm craving a hashbrown, it's my go-to breakfast food |  hashbrown is the best, I could eat it every day",reuse
hivemind,a shared collective consciousness or intuition,"The team seemed to be on the same page, like they had reached a hivemind state.",reuse
supercharge,to give someone an energy boost,"The trainer gave me a jetpackboost to complete the obstacle course. | After a few hours of sleep, she jetpackboosted her way through the morning meeting.",reuse
flex,showy or boastful,The team's all about flexing their style on the court. | The new sneaker drop is getting flexed everywhere.,reuse
salted,to do something and then pretend it didn't happen,"You salted that pizza, man! | definition | When someone orders food and then asks for it to be packaged and leaves.",reuse
plugged,to promote or support someone or something,"This new album is plugged, give it a listen! | definition | When I'm promoting a new musician or release.",reuse
dropped,to release or drop new music or content,"The new single is dropped, you won't wanna miss it! | definition | When a new song or music video is released.",reuse
vibed,to be in harmony or resonance with someone/something,"We totally vibed at the concert, man. | definition | When we were singing along and having a great time.",reuse
vibed,to be in tune with the atmosphere,The music is vibed perfectly with the crowd | being in tune with the atmosphere,reuse
wasted,to ruin or spoil something,Your harsh words really wasted the entire dinner party. | definition | When someone ruins the atmosphere or vibe of a gathering.,reuse
pricked,to poke or tease someone,Someone always tries to pricked me about my interests. | definition | When friends poke fun or tease each other for our passions.,reuse
blerg,to procrastinate until the last minute,"I've been blerging on this project for weeks, and now I have to finish it in one night!",reuse
freckle,a minor annoyance,"That freckle on my nose is slightly annoying, but I can live with it.",reuse
genus,to start feeling anxious or restless,I'm feeling genus about the new video game I got. | definition: to start feeling anxious or restless,reuse
joyride,"A reckless, spontaneous adventure",We decided to take a joyride to the coast last Saturday and ended up staying till dawn.,reuse
joyride,to take a wild or unauthorized trip,She loves to go on joyrides with her friends on the weekends. | The kids were caught joyriding down the highway.,reuse
bookmark,"A special, treasured memory or moment",I'll never forget the day I met my best friend – it's my go-to bookmark memory,reuse
shanty,a sailor's song,The pirates sang a shanty to lift their spirits | The campers sang a shanty around the campfire,reuse
slog,tedious effort,The task took a lot of slog and ended in disappointing results | She collapsed after the long slog up the mountain,reuse
flappy,toدو have energy and enthusiasm,I'm feeling really flappy and ready to take on the day. | The energetic kid was running around like a flappy chicken.,reuse
flappy,to be jittery or anxious,I get flappy when I'm in a new situation and there are too many people.,reuse
